code	value_en	synonyms	description_en	parents	codesystem	description_code
8480.3	Mucinous adenocarcinoma	Colloid adenocarcinoma|Mucous carcinoma|Mucoid adenocarcinoma|Gelatinous carcinoma [obs]|Gelatinous adenocarcinoma [obs]|Mucous adenocarcinoma|Mucoid carcinoma|Colloid carcinoma|Mucinous carcinoma|Pseudomyxoma peritonei with unknown primary site (C80.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8480.3
8401.0	Apocrine adenoma	Apocrine cystadenoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8401.0
9767.1	Angioimmunoblastic lymphadenopathy	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9767.1
9861.3	Acute myeloid leukemia, NOS (FAB or WHO type not specified, see also M-9930/3)	Acute myelocytic leukemia|Acute myelogenous leukemia|Acute non-lymphocytic leukemia|Acute granulocytic leukemia|Acute myeloid leukemia with mutated NPM1|Acute myeloid leukemia with mutated CEBPA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9861.3
8241.3	Enterochromaffin cell carcinoid	EC cell carcinoid|Serotonin producing carcinoid|Carcinoid tumor, argentaffin, malignant|Argentaffinoma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8241.3
8221.3	Adenocarcinoma in multiple adenomatous polyps	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8221.3
9282.0	Complex odontoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9282.0
8932.0	Adenomyoma	Atypical polypoid adenomyoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8932.0
8772.3	Spindle cell melanoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8772.3
9813.3	"B lymphoblastic leukemia/lymphoma with t(v;11q23); MLL rearranged"	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9813.3
8011.0	Epithelioma, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8011.0
8390.3	Skin appendage carcinoma (C44._)	Adnexal carcinoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8390.3
9757.3	Interdigitating dendritic cell sarcoma	Interdigitating cell sarcoma|Dendritic cell sarcoma, NOS|Indeterminate dendritic cell tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9757.3
9737.3	ALK positive large B-cell lymphoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9737.3
9413.0	Dysembryoplastic neuroepithelial tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9413.0
8148.2	Glandular intraepithelial neoplasia, high grade	Glandular intraepithelial neoplasia, grade III|Esophageal intraepithelial neoplasia, high grade (C16._)|Flat intraepithelial neoplasia (dysplasia), high grade (C24.1)|PIN III (C61.9)|Flat intraepithelial neoplasia, high grade|Biliary intraepithelial neoplasia, grade 3 (BilIN-3)|Prostatic intraepithelial neoplasia, grade III (C61.9)|Flat intraepithelial glandular neoplasia, high grade (C24.1)|Biliary intraepithelial neoplasia, high grade|Esophageal glandular dysplasia (intraepithelial neoplasia), high grade (C16._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8148.2
8933.3	Adenosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8933.3
9220.0	Chondroma, NOS (C40._,C41._)	Enchondroma (C40._,C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9220.0
8822.1	Abdominal fibromatosis	Abdominal desmoid|Mesenteric fibromatosis (C48.1)|Retroperitoneal fibromatosis (C48.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8822.1
9322.0	Peripheral odontogenic fibroma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9322.0
8102.3	Trichilemmocarcinoma (C44._)	Trichilemmal carcinoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8102.3
9060.3	Dysgerminoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9060.3
8981.3	Carcinosarcoma, embryonal	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8981.3
8402.3	Nodular hidradenoma, malignant (C44._)	Hidradenocarcinoma (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8402.3
8310.0	Clear cell adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8310.0
9450.3	Oligodendroglioma, NOS (C71._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9450.3
8691.1	Aortic body tumor (C75.5)	Aortic body paraganglioma (C75.5)|Aorticopulmonary paraganglioma (C75.5)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8691.1
9752.1	Langerhans cell histiocytosis, unifocal (use 9751/3) [obs]	Langerhans cell granulomatosis, unifocal (use 9751/3) [obs]|Langerhans cell histiocytosis, mono-ostotic (use 9751/3) [obs]|Eosinophilic granuloma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9752.1
9665.3	Hodgkin lymphoma, nodular sclerosis, grade 1	Hodgkin disease, nodular sclerosis, lymphocyte predominance|Classical Hodgkin lymphoma, nodular sclerosis, grade 1|Hodgkin disease, nodular sclerosis, mixed cellularity			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9665.3
8505.0	Intraductal papillomatosis, NOS	Diffuse intraductal papillomatosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8505.0
9965.3	Myeloid and lymphoid neoplasms with PDGFRA rearrangement	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9965.3
8345.3	Medullary carcinoma with amyloid stroma (C73.9)	Parafollicular cell carcinoma (C73.9)|C cell carcinoma (C73.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8345.3
9191.0	Osteoid osteoma, NOS (C40._,C41._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9191.0
9750.3	Malignant histiocytosis	Histiocytic medullary reticulosis [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9750.3
8130.3	Papillary transitional cell carcinoma (C67._)	Papillary urothelial carcinoma (C67._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8130.3
9591.3	Malignant lymphoma, non-Hodgkin, NOS	Non-Hodgkin lymphoma, NOS|Malignant lymphoma, small cleaved cell, NOS [obs]|Reticulosarcoma, diffuse [obs]|Malignant lymphoma, undifferentiated cell, non-Burkitt [obs]|Reticulum cell sarcoma, diffuse [obs]|Malignant lymphoma, undifferentiated cell type, NOS [obs]|Malignant lymphoma, cleaved cell, NOS [obs]|Lymphosarcoma, diffuse [obs]|Reticulosarcoma, NOS [obs]|Malignant lymphoma, non-cleaved cell, NOS|Malignant lymphoma, lymphocytic, poorly differentiated, diffuse [obs]|Splenic diffuse red pulp small B-cell lymphoma|Splenic B-cell lymphoma/leukemia, unclassifiable|Lymphosarcoma, NOS [obs]|Malignant lymphoma, small cleaved cell, diffuse [obs]|Reticulum cell sarcoma, NOS [obs]|Hairy cell leukemia variant|Malignant lymphoma, small cell, noncleaved, diffuse [obs]|B cell lymphoma, NOS|Malignant lymphoma, diffuse, NOS|Malignant lymphoma, lymphocytic, intermediate differentiation, nodular [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9591.3
8891.0	Epithelioid leiomyoma	Leiomyoblastoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8891.0
8570.3	Adenocarcinoma with squamous metaplasia	Adenoacanthoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8570.3
8011.3	Epithelioma, malignant	Epithelioma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8011.3
8313.1	Clear cell adenofibroma of borderline malignancy (C56.9)	Clear cell cystadenofibroma of borderline malignancy (C56.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8313.1
9073.1	Gonadoblastoma	Gonocytoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9073.1
8814.3	Infantile fibrosarcoma	Congenital fibrosarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8814.3
8890.3	Leiomyosarcoma, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8890.3
9100.3	Choriocarcinoma, NOS	Chorioepithelioma|Chorionepithelioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9100.3
8052.0	Squamous cell papilloma, NOS	Squamous papilloma|Keratotoc papilloma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8052.0
8254.3	Bronchio-alveolar carcinoma, mixed mucinous and non-mucinous (C34._)	Bronchiolo-alveolar carcinoma, Clara cell and goblet cell type (C34._)|Bronchiolo-alveolar carcinoma, type II pneumocyte and goblet cell type (C34._)|Bronchiolo-alveolar carcinoma, indeterminate type (C34._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8254.3
9874.3	Acute myeloid leukemia with maturation	FAB M2, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9874.3
9130.1	Hemangioendothelioma, NOS	Angioendothelioma|Kaposiform hemangioendothelioma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9130.1
9827.3	Adult T-cell leukemia/lymphoma (HTLV-1 positive) (includes all variants)	Adult T-cell lymphoma/leukemia|Adult T-cell lymphoma|Adult T-cell leukemia			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9827.3
8965.0	Nephrogenic adenofibroma (C64.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8965.0
8000.9	Neoplasm, malignant, uncertain whether primary or metastatic	Unclassified tumor, malignant, uncertain whether primary or metastatic			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8000.9
8180.3	Combined hepatocellular carcinoma and cholangiocarcinoma (C22.0)	Mixed hepatocellular and bile duct carcinoma (C22.0)|Hepatocholangiocarcinoma (C22.0)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8180.3
9043.3	Synovial sarcoma, biphasic	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9043.3
8750.0	Intradermal nevus (C44._)	Dermal nevus (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8750.0
8323.0	Mixed cell adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8323.0
9708.3	Subcutaneous panniculitis-like T-cell lymphoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9708.3
9281.0	Compound odontoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9281.0
8250.1	Pulmonary adenomatosis (C34._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8250.1
9330.0	Ameloblastic fibroma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9330.0
9512.3	Retinoblastoma, undifferentiated (C69.2)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9512.3
9812.3	"B lymphoblastic leukemia/lymphoma with t(9;22)(q34;q11.2); BCR-ABL1"	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9812.3
9150.3	Hemangiopericytoma, malignant	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9150.3
8149.0	Canalicular adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8149.0
8854.0	Pleomorphic lipoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8854.0
8100.0	Trichoepithelioma (C44._)	Brooke tumor (C44._)|Epithelioma adenoides cysticum (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8100.0
9756.3	Langerhans cell sarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9756.3
9755.3	Histiocytic sarcoma	True histiocytic lymphoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9755.3
9735.3	Plasmablastic lymphoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9735.3
8400.0	Sweat gland adenoma (C44._)	Sweat gland tumor, benign (C44._)|Hidradenoma, NOS (C44._)|Syringadenoma, NOS (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8400.0
9766.1	Angiocentric immunoproliferative lesion	Lymphomatoid granulomatosis			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9766.1
8903.0	Fetal rhabdomyoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8903.0
9679.3	Mediastinal (thymic) large B-cell lymphoma (C38.3)	Thymic large B-cell lymphoma (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9679.3
9540.3	Malignant peripheral nerve sheath tumor	Neurogenic sarcoma [obs]|MPNST, NOS|Neurofibrosarcoma [obs]|Neurosarcoma [obs]|MPNST with mesenchymal differentiation|Melanotic psammomatous MPNST|Epithelioid MPNST|MPNST with glandular differentiation|Melanotic MPNST			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9540.3
8723.3	Malignant melanoma, regressing (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8723.3
9765.1	Monoclonal gammopathy of undetermined significance	MGUS|Monoclonal gammopathy, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9765.1
8220.3	Adenocarcinoma in adenomatous polyposis coli (C18._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8220.3
8810.1	Cellular fibroma (C56.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8810.1
8576.3	Hepatoid adenocarcinoma	Hepatoid carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8576.3
8374.0	Adrenal cortical adenoma, glomerulosa cell (C74.0)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8374.0
9310.0	Ameloblastoma, NOS	Adamantinoma, NOS (except of long bones M9261/3)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9310.0
9432.1	Pituicytoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9432.1
8482.3	Mucinous adenocarcinoma, endocervical type	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8482.3
9130.3	Hemangioendothelioma, malignant	Hemangioendothelial sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9130.3
9740.1	Mastocytoma, NOS	Extracutaneous mastocytoma|Mast cell tumor, NOS|Solitary mastocytoma of skin|Diffuse cutaneous mastocytosis|Cutaneous mastocytosis|Urticaria pigmentosa			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9740.1
8813.0	Fascial fibroma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8813.0
8045.3	Combined small cell carcinoma	Mixed small cell carcinoma|Combined small cell-adenocarcinoma|Combined small cell-large carcinoma|Combined small cell-squamous cell carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8045.3
9341.1	Clear cell odontogenic tumor	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9341.1
9361.1	Pineocytoma (C75.3)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9361.1
8010.2	Carcinoma in situ, NOS	Intraepithelial carcinoma, NOS			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8010.2
8152.3	Glucagonoma, malignant (C25._)	Alpha cell tumor, malignant (C25._)|Enteroglucagonoma, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8152.3
8040.0	Tumorlet, benign	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8040.0
9509.1	Papillary glioneuronal tumor	Rosette-forming glioneuronal tumor			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9509.1
9395.3	Papillary tumor of the pineal region	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9395.3
9180.3	Osteosarcoma, NOS (C40._,C41._)	Osteochondrosarcoma (C40._,C41._)|Osteogenic sarcoma, NOS (C40._,C41._)|Osteoblastic sarcoma (C40._,C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9180.3
8242.3	Enterochromaffin-like cell tumor, malignant	ECL cell carcinoid, malignant			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8242.3
8722.0	Balloon cell nevus (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8722.0
8542.3	Paget disease, extramammary (except Paget disease of bone)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8542.3
8075.3	Squamous cell carcinoma, adenoid	Squamous cell carcinoma, acantholytic|Squamous cell carcinoma, pseudoglandular			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8075.3
8631.0	Sertoli-Leydig cell tumor, well differentiated	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8631.0
9010.0	Fibroadenoma, NOS (C50._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9010.0
8826.0	Angiomyofibroblastoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8826.0
9751.3	Langerhans cell histiocytosis, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9751.3
9800.3	Leukemia, NOS	Chronic leukemia, NOS [obs]|Aleukemic leukemia, NOS [obs]|Subacute leukemia, NOS [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9800.3
8480.0	Mucinous adenoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8480.0
9240.3	Mesenchymal chondrosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9240.3
9220.3	Chondrosarcoma, NOS (C40._,C41._)	Fibrochondrosarcoma (C40._,C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9220.3
9753.1	Langerhans cell histiocytosis, multifocal (use 9751/3) [obs]	Hand-Schuller-Christian disease (use 9751/3) [obs]|Langerhans cell histiocytosis, poly-ostotic (use 9751/3) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9753.1
9967.3	Myeloid and lymphoid neoplasms with FGFR1 abnormalities	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9967.3
8347.3	Mixed medullary-papillary carcinoma (C73.9)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8347.3
8221.0	Multiple adenomatous polyps	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8221.0
8982.3	Malignant myoepithelioma	Myoepithelial carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8982.3
8403.3	Malignant eccrine spiradenoma (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8403.3
8780.0	Blue nevus, NOS (C44._)	Jadassohn blue nevus (C44._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8780.0
9270.1	Odontogenic tumor, NOS	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9270.1
9250.1	Giant cell tumor of bone, NOS (C40._,C41._)	Osteoclastoma, NOS (C40._,C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9250.1
8090.1	Basal cell tumor (C44._)	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8090.1
9044.3	Clear cell sarcoma, NOS (except of kidney M-8964/3)	Clear cell sarcoma, of tendons and aponeuroses (C49._)|Melanoma, malignant, of soft parts (C49._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9044.3
9186.3	Central osteosarcoma (C40._,C41._)	Conventional central osteosarcoma (C40._,C41._)|Medullary osteosarcoma (C40._,C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9186.3
8585.1	Thymoma, type B3, NOS (C37.9)	Thymoma, epithelial, NOS (C37.9)|Thymoma, atypical, NOS (C37.9)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8585.1
8481.3	Mucin-producing adenocarcinoma	Mucin-producing carcinoma|Mucin-secreting carcinoma|Mucin-secreting adenocarcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8481.3
9185.3	Small cell osteosarcoma (C40._,C41._)	Round cell osteosarcoma (C40._,C41._)			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9185.3
9270.3	Odontogenic tumor, malignant	Primary intraosseous carcinoma|Ameloblastic carcinoma|Odontogenic carcinoma|Odontogenic sarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9270.3
8312.3	Renal cell carcinoma, NOS (C64.9)	Hypernephroma (C64.9) [obs]|Renal cell adenocarcinoma (C64.9)|Grawitz tumor (C64.9) [obs]			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8312.3
9290.3	Ameloblastic odontosarcoma	Ameloblastic fibrodentinosarcoma|Ameloblastic fibro-odontosarcoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9290.3
9373.0	Parachordoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9373.0
9876.3	Atypical chronic myeloid leukemia, BCR/ABL negative	Atypical chronic myeloid leukemia, Philadelphia chromosome (Ph1) negative			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9876.3
8891.3	Epithelioid leiomyosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8891.3
8920.3	Alveolar rhabdomyosarcoma	NA			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/8920.3
9680.3	Malignant lymphoma, large B-cell, diffuse, NOS	"Malignant lymphoma, noncleaved, diffuse, NOS [obs]|Malignant lymphoma, large cell, cleaved and noncleaved [obs]|Malignant lymphoma, large cell, cleaved, diffuse|Malignant lymphoma, large B-cell, diffuse, centroblastic, NOS|Malignant lymphoma, large cell, cleaved, NOS [obs]|Malignant lymphoma, large cell, NOS|Malignant lymphoma, large cell, diffuse, NOS [obs]|Malignant lymphoma, histiocytic, NOS [obs]|Malignant lymphoma, large cell, noncleaved, diffuse|Malignant lymphoma, large cleaved cell, NOS [obs]|Diffuse large B-cell lymphoma, NOS|Malignant lymphoma, large cell, noncleaved, NOS|Malignant lymphoma, histiocytic, diffuse|Malignant lymphoma, noncleaved, NOS|Malignant lymphoma, large B-cell, NOS|B-cell lymphoma, unclassifiable, with features intermediate between diffuse large B-cell lymphoma and
            Burkitt lymphoma
        |Malignant lymphoma, centroblastic, diffuse|Primary diffuse large B-cell lymphoma of the CNS (C70._, C71._, C72._)|EBV positive diffuse large B-cell lymphoma of the elderly|Anaplastic large B-cell lymphoma|Diffuse large B-cell lymphoma associated with chronic inflammation|Malignant lymphoma, centroblastic, NOS|Primary cutaneous DLBCL, leg type (C44.7)"			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9680.3
9101.3	Choriocarcinoma combined with other germ cell elements	Choriocarcinoma combined with teratorna|Choriocarcinoma combined with embryonal carcinoma			ICD-O-3-M	http://purl.bioontology.org/ontology/CDN-O-3-M/9101.3
