code	value_en	synonyms	description_en	codesystem	description_code	parents
HP_0100221	Small epiphysis of the middle phalanx of the 5th toe	Small end part of the middle bone of the pinky toe,Small end part of the middle bone of the little toe,Small end part of the middle bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100098,http://purl.obolibrary.org/obo/HP_0100085	HP_0100098,HP_0100085
HP_0100220	Pseudoepiphysis of the middle phalanx of the 5th toe	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0100098,http://purl.obolibrary.org/obo/HP_0100084	HP_0100098,HP_0100084
HP_0100223	Triangular epiphysis of the middle phalanx of the 5th toe	Triangular end part of the middle bone of the little toe,Triangular end part of the middle bone of the pinky toe,Triangular end part of the middle bone of the pinkie toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100087,http://purl.obolibrary.org/obo/HP_0100098	HP_0100087,HP_0100098
HP_0100222	Stippling of the epiphysis of the middle phalanx of the 5th toe	Speckled calcifications in end part of the innermost bone of the little toe,Speckled calcifications in end part of the innermost bone of the pinkie toe,Speckled calcifications in end part of the innermost bone of the pinky toe	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the middle phalanx of the 5th toe.	HPO	http://purl.obolibrary.org/obo/HP_0100098,http://purl.obolibrary.org/obo/HP_0100086	HP_0100098,HP_0100086
HP_0032332	Oligoclonal elevation of circulating IgM	NA	An increase in circulating IgM characterized by two or more bands in serum electrophoresis but not the broad diffuse band that characterizes a polyclonal increase.	HPO	http://purl.obolibrary.org/obo/HP_0003496	HP_0003496
HP_0032333	Polyclonal elevation of circulating IgA	NA	A heterogeneous increase in IgA mmunoglobulins characterized by a diffuse band on serum electrophoresis.	HPO	http://purl.obolibrary.org/obo/HP_0003261	HP_0003261
HP_0032334	Oligoclonal elevation of circulating IgA	NA	An increase in circulating IgA characterized by two or more bands in serum electrophoresis but not the broad diffuse band that characterizes a polyclonal increase in circulating immunoglobulins.	HPO	http://purl.obolibrary.org/obo/HP_0003261	HP_0003261
HP_0032335	Monoclonal elevation of circulating IgA	NA	An increase in circulating IgA characterized by one predominant band in serum electrophoresis but not the broad diffuse band that characterizes a polyclonal increase in circulating immunoglobulins.	HPO	http://purl.obolibrary.org/obo/HP_0003261	HP_0003261
HP_0032330	Increased urinary 11-deoxycorticosterone level	NA	An abnormally elevated concentration or amount of 11-deoxycorticosterone in the urine.,Increased urinary 11-deoxycorticosterone is associated with congenital adrenal hyperplasia due to 11 beta-hydroxylase (CYP11B1) deficiency.	HPO	http://purl.obolibrary.org/obo/HP_0012029	HP_0012029
HP_0032331	Increased urinary 11-deoxytetrahydrocorticosterone level	NA	An abnormally elevated concentration or amount of 11-deoxytetrahydrocorticosterone the urine.,Increased urinary 11-deoxytetrahydrocorticosterone is associated with congenital adrenal hyperplasia due to 11 beta-hydroxylase (CYP11B1) deficiency.	HPO	http://purl.obolibrary.org/obo/HP_0012029	HP_0012029
HP_0032329	Increased urinary 11-deoxycortisol level	NA	An abnormally elevated concentration of 11-deoxycortisol in the urine.,Increased urinary 11-Deoxycortisol is associated with congenital adrenal hyperplasia due to 11 beta-hydroxylase (CYP11B1) deficiency.	HPO	http://purl.obolibrary.org/obo/HP_0012029	HP_0012029
HP_0032325	Lacunar stroke	NA	A stroke related to a small infarct (2-20 mm in diameter) in the deep cerebral white matter, basal ganglia, or pons, that is presumed to result from the occlusion of a single small perforating artery supplying the subcortical areas of the brain.	HPO	http://purl.obolibrary.org/obo/HP_0002140	HP_0002140
HP_0032326	Methicillin-resistant Staphylococcus aureus infection	MRSA infection	Infection with staphylococcus aureus resistant to the antibiotic methicillin (MRSA). MRSA can infect any individual but is more common among hospitalized patients, and can also occur as an opportunistic infection.	HPO	http://purl.obolibrary.org/obo/HP_0032260	HP_0032260
HP_0032327	Interhemispheric cyst	NA	Cystic collection (sac-like, fluid containing pocket of membranous tissue) located in the interhemispheric fissure, with or without communication with the ventricular system.	HPO	http://purl.obolibrary.org/obo/HP_0012703	HP_0012703
HP_0032328	Temporomandibular joint adhesion	NA	Formation of one or more fibrous bands within the temporomandibular joint (TMJ) with resulting limitation of movement of the TMJ. Adhesions may be seen in degenerative processes that involve the TMJ.,See Figure 1 of PMID:19534789.	HPO	http://purl.obolibrary.org/obo/HP_0010754	HP_0010754
HP_0100218	Irregular epiphysis of the middle phalanx of the 5th toe	Irregular end part of the middle bone of the pinkie toe,Irregular end part of the middle bone of the little toe,Irregular end part of the middle bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100098,http://purl.obolibrary.org/obo/HP_0100082	HP_0100098,HP_0100082
HP_0100217	Fragmentation of the epiphysis of the middle phalanx of the 5th toe	Fragmentation of the end part of the middle bone of the little toe,Fragmentation of the end part of the middle bone of the pinkie toe,Fragmentation of the end part of the middle bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100098,http://purl.obolibrary.org/obo/HP_0100081	HP_0100098,HP_0100081
HP_0100219	Ivory epiphysis of the middle phalanx of the 5th toe	Increased bone density of end part of the middle bone of the pinkie toe,Increased bone density of end part of the middle bone of the little toe,Increased bone density of end part of the middle bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100083,http://purl.obolibrary.org/obo/HP_0100098	HP_0100083,HP_0100098
HP_0100235	Synostosis involving bones of the toes	Fusion involving bones of the toes	NA	HPO	http://purl.obolibrary.org/obo/HP_0100262,http://purl.obolibrary.org/obo/HP_0009140	HP_0100262,HP_0009140
HP_0100238	Synostosis involving bones of the upper limbs	Fusion involving bones of the upper limbs	An abnormal union between bones or parts of bones of the upper limbs.	HPO	http://purl.obolibrary.org/obo/HP_0009810,http://purl.obolibrary.org/obo/HP_0100240	HP_0009810,HP_0100240
HP_0100237	Proximal foot symphalangism	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0010179,http://purl.obolibrary.org/obo/HP_0100264,http://purl.obolibrary.org/obo/HP_0100235	HP_0010179,HP_0100264,HP_0100235
HP_0100232	Small epiphysis of the proximal phalanx of the 5th toe	Small end part of the innermost bone of the little toe,Small end part of the innermost bone of the pinkie toe,Small end part of the innermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100085	HP_0100099,HP_0100085
HP_0100231	Pseudoepiphysis of the proximal phalanx of the 5th toe	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100084	HP_0100099,HP_0100084
HP_0100234	Triangular epiphysis of the proximal phalanx of the 5th toe	Triangular end part of the innermost bone of the pinkie toe,Triangular end part of the innermost bone of the little toe,Triangular end part of the innermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100087	HP_0100099,HP_0100087
HP_0100233	Stippling of the epiphysis of the proximal phalanx of the 5th toe	Speckled calcifications in the end part of the innermost bone of the pinkie toe,Speckled calcifications in the end part of the innermost bone of the pinky toe,Speckled calcifications in the end part of the innermost bone of the little toe	The presence of abnormal punctate (speckled, dot-like) calcifications in the epiphyses of the proximal phalanx of the 5th toe.	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100086	HP_0100099,HP_0100086
HP_0032344	Upslanting toenail	Ski-jump toenail,Upturned toenail	Upturned concavity of toenails.,See Figure 1 of PMID:25776851.	HPO	http://purl.obolibrary.org/obo/HP_0008388	HP_0008388
HP_0032345	Elevated cancer Ag 19-9 level	NA	An abnormal increased in the amount of the carbohydrate antigen 19-9, a recognizable sialo-ganglioside in the blood circulation.,CA 19-9 is also referred to as sialyl Lewis-a (sLea). It is expressed on the surface of cancer cells as a glycolipid and as an O-linked glycoprotein. Subsequently, CA 19-9 was also identified in the tissue and sera of patients with other gastrointestinal tumors including esophageal, gastric, biliary and pancreatic cancer. CA 19-9 is derived from an aberrant pathway during production of its normal counterpart disialyl Lewis-a which has one extra sialic acid residue attached through a 2-to-6 linkage. Disialyl Lewis-a is normally expressed on the epithelial surface of digestive organs, serves as a ligand for monocytes and macrophages, and helps in immunosurveillance. Epigenetic silencing of the gene for 2-to-6 sialyl transferase during early stages of carcinogenesis leads to abnormal synthesis and accumulation of sialyl Lewis-a (CA 19-9).	HPO	http://purl.obolibrary.org/obo/HP_0011013	HP_0011013
HP_0100230	Ivory epiphysis of the proximal phalanx of the 5th toe	Increased bone density of end part of the innermost bone of the little toe,Increased bone density of end part of the innermost bone of the pinkie toe,Increased bone density of end part of the innermost bone of the pinky toe	NA	HPO	http://purl.obolibrary.org/obo/HP_0100099,http://purl.obolibrary.org/obo/HP_0100083	HP_0100099,HP_0100083
HP_0032346	Cutaneous lichen amyloidosis	NA	Lichen amyloidosis presents with multiple localized or rarely generalized, hyperpigmented grouped papules with a predilection for the shins, calves, ankles, and dorsa of the feet and thighs.,Lichen amyloidosis is mostly associated with severe pruritus. It is a keratin-derived amyloidosis, in which cytokeratins serve as amyloid precursors, affecting only the dermis. Histological findings are grouped colloid bodies, which correspond to apoptotic basal keratinocytes.	HPO	http://purl.obolibrary.org/obo/HP_0012309	HP_0012309
HP_0032340	Abnormal spirometry test	NA	An abnormal spirometry test result. In this test, the individual being tested exhales into a tube connected to a machine called a spirometer, which measures the volume of air expired against time. Patients are asked to take a maximal inspiration and then to forcefully expel air for as long and as quickly as possible.	HPO	http://purl.obolibrary.org/obo/HP_0030878	HP_0030878
HP_0032341	Reduced forced vital capacity	Reduced FVC,Decreased forced vital capacity	An abnormal reduction in the amount of air a person can expel following maximal insipiration.,The threshold for an abnormally low FVC is defined as less than the LLN for adults or less than 80 percent of predicted for those five to 18 years of age, indicating a restrictive pattern. The LLLN (lower limit of normal) is a measurement less than the fifth percentile of spirometry data obtained from the Third National Health and Nutrition Examination Survey (NHANES III).	HPO	http://purl.obolibrary.org/obo/HP_0032340	HP_0032340
HP_0032342	Reduced forced expiratory volume in one second	An abnormal reduction in the amount of air a person can forcefully expel in one second.	NA	HPO	http://purl.obolibrary.org/obo/HP_0032340	HP_0032340
HP_0032336	Increased circulating specific IgE antibody	NA	NA	HPO	http://purl.obolibrary.org/obo/HP_0010701	
HP_0040190	White scaling skin	White scaly skin,White scaling skin	NA	HPO	http://purl.obolibrary.org/obo/HP_0040189	HP_0040189
HP_0032337	Monoclonal elevation of circulating IgE	NA	An increase in circulating IgE characterized by one predominant band in serum electrophoresis but not the broad diffuse band that characterizes a polyclonal increase in circulating immunoglobulins.	HPO	http://purl.obolibrary.org/obo/HP_0003212	HP_0003212
HP_0032338	Oligoclonal elevation of circulating IgE	NA	An increase in circulating IgE characterized by two or more bands in serum electrophoresis but not the broad diffuse band that characterizes a polyclonal increase in circulating immunoglobulins.	HPO	http://purl.obolibrary.org/obo/HP_0003212	HP_0003212
HP_0040192	APUdoma	amine precursor uptake and decarboxylation tumours	An endocrine tumor arising from an APUD cell.	HPO	http://purl.obolibrary.org/obo/HP_0100568	HP_0100568
HP_0032339	Polyclonal elevation of circulating IgE	NA	A heterogeneous increase in IgE mmunoglobulins characterized by a diffuse band on serum electrophoresis.	HPO	http://purl.obolibrary.org/obo/HP_0003212	HP_0003212
HP_0040191	Rectus femoris muscle atrophy	Atrophy of the rectus femoris muscles	NA	HPO	http://purl.obolibrary.org/obo/HP_0009050	HP_0009050
HP_0040194	Increased head circumference	Increased head circumference	An abnormally increased head circumference in a growing child. Head circumference is measured with a nonelastic tape and comprises the distance from above the eyebrows and ears and around the back of the head. The measured HC is then plotted on an appropriate growth chart.	HPO	http://purl.obolibrary.org/obo/HP_0000240	HP_0000240
HP_0040196	Mild microcephaly	NA	Decreased occipito-frontal (head) circumference (OFC). For the microcephaly OFC must be between -3 SD and -2 SD compared to appropriate, age matched, normal standards (i.e. -3 SD <= OFC < -2 SD).,See related discussion https://github.com/obophenotype/human-phenotype-ontology/issues/497	HPO	http://purl.obolibrary.org/obo/HP_0040195	HP_0040195
HP_0040195	Decreased head circumference	Decreased head circumference	An abnormally reduced head circumference in a growing child. Head circumference is measured with a nonelastic tape and comprises the distance from above the eyebrows and ears and around the back of the head. The measured HC is then plotted on an appropriate growth chart. Microcephaly is defined as a head circumference (HC) that is great than two standard deviations below the mean of age- and gender-matched population based samples. Severe microcephaly is defined with an HC that is three standard deviations below the mean.,Although HC measures skull size, it typically also reflects overall brain volume and has been described as a widely used proxy of neural growth and brain size. Brain size outside of normal values is an important risk factor for cognitive and motor delay. Microcephaly at birth has been termed primary microcephaly and that acquired after birth is secondary microcephaly.	HPO	http://purl.obolibrary.org/obo/HP_0000240	HP_0000240
