"value_en"	"description_en"	"codesystem"	"code"	"description_code"
"urn:miriam:icd:Z35.4"	"Supervision of pregnancy with grand multiparity"	"ICD-10"	"Supervision of pregnancy with grand multiparity"	"http://identifiers.org/icd/Z35.4"
"urn:miriam:icd:Z35.5"	"Supervision of elderly primigravida"	"ICD-10"	"Supervision of elderly primigravida"	"http://identifiers.org/icd/Z35.5"
"urn:miriam:icd:Z35.6"	"Supervision of very young primigravida"	"ICD-10"	"Supervision of very young primigravida"	"http://identifiers.org/icd/Z35.6"
"urn:miriam:icd:Z35.7"	"Supervision of high-risk pregnancy due to social problems"	"ICD-10"	"Supervision of high-risk pregnancy due to social problems"	"http://identifiers.org/icd/Z35.7"
"urn:miriam:icd:Z35.8"	"Supervision of other high-risk pregnancies"	"ICD-10"	"Supervision of other high-risk pregnancies"	"http://identifiers.org/icd/Z35.8"
"urn:miriam:icd:Z35.9"	"Supervision of high-risk pregnancy	 unspecified"	"ICD-10"	"Supervision of high-risk pregnancy	 unspecified"	"http://identifiers.org/icd/Z35.9"
"urn:miriam:icd:Z36"	"Antenatal screening"	"ICD-10"	"Antenatal screening"	"http://identifiers.org/icd/Z36"
"urn:miriam:icd:Z36.0"	"Antenatal screening for chromosomal anomalies"	"ICD-10"	"Antenatal screening for chromosomal anomalies"	"http://identifiers.org/icd/Z36.0"
"urn:miriam:icd:Z36.1"	"Antenatal screening for raised alphafetoprotein level"	"ICD-10"	"Antenatal screening for raised alphafetoprotein level"	"http://identifiers.org/icd/Z36.1"
"urn:miriam:icd:Z36.2"	"Other antenatal screening based on amniocentesis"	"ICD-10"	"Other antenatal screening based on amniocentesis"	"http://identifiers.org/icd/Z36.2"
"urn:miriam:icd:Z36.3"	"Antenatal screening for malformations using ultrasound and other physical methods"	"ICD-10"	"Antenatal screening for malformations using ultrasound and other physical methods"	"http://identifiers.org/icd/Z36.3"
"urn:miriam:icd:Z36.4"	"Antenatal screening for fetal growth retardation using ultrasound and other physical methods"	"ICD-10"	"Antenatal screening for fetal growth retardation using ultrasound and other physical methods"	"http://identifiers.org/icd/Z36.4"
"urn:miriam:icd:Z36.5"	"Antenatal screening for isoimmunization"	"ICD-10"	"Antenatal screening for isoimmunization"	"http://identifiers.org/icd/Z36.5"
"urn:miriam:icd:Z36.8"	"Other antenatal screening"	"ICD-10"	"Other antenatal screening"	"http://identifiers.org/icd/Z36.8"
"urn:miriam:icd:Z36.9"	"Antenatal screening	 unspecified"	"ICD-10"	"Antenatal screening	 unspecified"	"http://identifiers.org/icd/Z36.9"
"urn:miriam:icd:Z37"	"Outcome of delivery"	"ICD-10"	"Outcome of delivery"	"http://identifiers.org/icd/Z37"
"urn:miriam:icd:Z37.0"	"Outcome of delivery - Single live birth"	"ICD-10"	"Outcome of delivery - Single live birth"	"http://identifiers.org/icd/Z37.0"
"urn:miriam:icd:Z37.1"	"Outcome of delivery - Single stillbirth"	"ICD-10"	"Outcome of delivery - Single stillbirth"	"http://identifiers.org/icd/Z37.1"
"urn:miriam:icd:Z37.2"	"Outcome of delivery - Twins	 both liveborn"	"ICD-10"	"Outcome of delivery - Twins	 both liveborn"	"http://identifiers.org/icd/Z37.2"
"urn:miriam:icd:Z37.3"	"Outcome of delivery - Twins	 one liveborn and one stillborn"	"ICD-10"	"Outcome of delivery - Twins	 one liveborn and one stillborn"	"http://identifiers.org/icd/Z37.3"
"urn:miriam:icd:Z37.4"	"Outcome of delivery - Twins	 both stillborn"	"ICD-10"	"Outcome of delivery - Twins	 both stillborn"	"http://identifiers.org/icd/Z37.4"
"urn:miriam:icd:Z37.5"	"Outcome of delivery - Other multiple births	 all liveborn"	"ICD-10"	"Outcome of delivery - Other multiple births	 all liveborn"	"http://identifiers.org/icd/Z37.5"
"urn:miriam:icd:Z37.6"	"Outcome of delivery - Other multiple births	 some liveborn"	"ICD-10"	"Outcome of delivery - Other multiple births	 some liveborn"	"http://identifiers.org/icd/Z37.6"
"urn:miriam:icd:Z37.7"	"Outcome of delivery - Other multiple births	 all stillborn"	"ICD-10"	"Outcome of delivery - Other multiple births	 all stillborn"	"http://identifiers.org/icd/Z37.7"
"urn:miriam:icd:Z37.9"	"Outcome of delivery	 unspecified"	"ICD-10"	"Outcome of delivery	 unspecified"	"http://identifiers.org/icd/Z37.9"
"urn:miriam:icd:Z38"	"Liveborn infants according to place of birth"	"ICD-10"	"Liveborn infants according to place of birth"	"http://identifiers.org/icd/Z38"
"urn:miriam:icd:Z38.0"	"Singleton	 born in hospital"	"ICD-10"	"Singleton	 born in hospital"	"http://identifiers.org/icd/Z38.0"
"urn:miriam:icd:Z38.1"	"Singleton	 born outside hospital"	"ICD-10"	"Singleton	 born outside hospital"	"http://identifiers.org/icd/Z38.1"
"urn:miriam:icd:Z38.2"	"Singleton	 unspecified as to place of birth"	"ICD-10"	"Singleton	 unspecified as to place of birth"	"http://identifiers.org/icd/Z38.2"
"urn:miriam:icd:Z38.3"	"Liveborn infants according to place of birth - Twin	 born in hospital"	"ICD-10"	"Liveborn infants according to place of birth - Twin	 born in hospital"	"http://identifiers.org/icd/Z38.3"
"urn:miriam:icd:Z38.4"	"Liveborn infants according to place of birth - Twin	 born outside hospital"	"ICD-10"	"Liveborn infants according to place of birth - Twin	 born outside hospital"	"http://identifiers.org/icd/Z38.4"
"urn:miriam:icd:Z38.5"	"Twin	 unspecified as to place of birth"	"ICD-10"	"Twin	 unspecified as to place of birth"	"http://identifiers.org/icd/Z38.5"
"urn:miriam:icd:Z38.6"	"Liveborn infants according to place of birth - Other multiple	 born in hospital"	"ICD-10"	"Liveborn infants according to place of birth - Other multiple	 born in hospital"	"http://identifiers.org/icd/Z38.6"
"urn:miriam:icd:Z38.7"	"Liveborn infants according to place of birth - Other multiple	 born outside hospital"	"ICD-10"	"Liveborn infants according to place of birth - Other multiple	 born outside hospital"	"http://identifiers.org/icd/Z38.7"
"urn:miriam:icd:Z38.8"	"Other multiple	 unspecified as to place of birth"	"ICD-10"	"Other multiple	 unspecified as to place of birth"	"http://identifiers.org/icd/Z38.8"
"urn:miriam:icd:Z39"	"Postpartum care and examination"	"ICD-10"	"Postpartum care and examination"	"http://identifiers.org/icd/Z39"
"urn:miriam:icd:Z39.0"	"Care and examination immediately after delivery"	"ICD-10"	"Care and examination immediately after delivery"	"http://identifiers.org/icd/Z39.0"
"urn:miriam:icd:Z39.1"	"Care and examination of lactating mother"	"ICD-10"	"Care and examination of lactating mother"	"http://identifiers.org/icd/Z39.1"
"urn:miriam:icd:Z39.2"	"Routine postpartum follow-up"	"ICD-10"	"Routine postpartum follow-up"	"http://identifiers.org/icd/Z39.2"
"urn:miriam:icd:Z40"	"Prophylactic surgery"	"ICD-10"	"Prophylactic surgery"	"http://identifiers.org/icd/Z40"
"urn:miriam:icd:Z40.0"	"Prophylactic surgery for risk-factors related to malignant neoplasms"	"ICD-10"	"Prophylactic surgery for risk-factors related to malignant neoplasms"	"http://identifiers.org/icd/Z40.0"
"urn:miriam:icd:Z40.8"	"Other prophylactic surgery"	"ICD-10"	"Other prophylactic surgery"	"http://identifiers.org/icd/Z40.8"
"urn:miriam:icd:Z40.9"	"Prophylactic surgery	 unspecified"	"ICD-10"	"Prophylactic surgery	 unspecified"	"http://identifiers.org/icd/Z40.9"
"urn:miriam:icd:Z40-Z54"	"Persons encountering health services for specific procedures and health care"	"ICD-10"	"Persons encountering health services for specific procedures and health care"	"NA"
"urn:miriam:icd:Z41"	"Procedures for purposes other than remedying health state"	"ICD-10"	"Procedures for purposes other than remedying health state"	"http://identifiers.org/icd/Z41"
"urn:miriam:icd:Z41.0"	"Procedures for purposes other than remedying health state - Hair transplant"	"ICD-10"	"Procedures for purposes other than remedying health state - Hair transplant"	"http://identifiers.org/icd/Z41.0"
"urn:miriam:icd:Z41.1"	"Other plastic surgery for unacceptable cosmetic appearance"	"ICD-10"	"Other plastic surgery for unacceptable cosmetic appearance"	"http://identifiers.org/icd/Z41.1"
"urn:miriam:icd:Z41.2"	"Procedures for purposes other than remedying health state - Routine and ritual circumcision"	"ICD-10"	"Procedures for purposes other than remedying health state - Routine and ritual circumcision"	"http://identifiers.org/icd/Z41.2"
"urn:miriam:icd:Z41.3"	"Procedures for purposes other than remedying health state - Ear piercing"	"ICD-10"	"Procedures for purposes other than remedying health state - Ear piercing"	"http://identifiers.org/icd/Z41.3"
"urn:miriam:icd:Z41.8"	"Other procedures for purposes other than remedying health state"	"ICD-10"	"Other procedures for purposes other than remedying health state"	"http://identifiers.org/icd/Z41.8"
"urn:miriam:icd:Z41.9"	"Procedure for purposes other than remedying health state	 unspecified"	"ICD-10"	"Procedure for purposes other than remedying health state	 unspecified"	"http://identifiers.org/icd/Z41.9"
"urn:miriam:icd:Z42"	"Follow-up care involving plastic surgery"	"ICD-10"	"Follow-up care involving plastic surgery"	"http://identifiers.org/icd/Z42"
"urn:miriam:icd:Z42.0"	"Follow-up care involving plastic surgery of head and neck"	"ICD-10"	"Follow-up care involving plastic surgery of head and neck"	"http://identifiers.org/icd/Z42.0"
"urn:miriam:icd:Z42.1"	"Follow-up care involving plastic surgery of breast"	"ICD-10"	"Follow-up care involving plastic surgery of breast"	"http://identifiers.org/icd/Z42.1"
"urn:miriam:icd:Z42.2"	"Follow-up care involving plastic surgery of other parts of trunk"	"ICD-10"	"Follow-up care involving plastic surgery of other parts of trunk"	"http://identifiers.org/icd/Z42.2"
"urn:miriam:icd:Z42.3"	"Follow-up care involving plastic surgery of upper extremity"	"ICD-10"	"Follow-up care involving plastic surgery of upper extremity"	"http://identifiers.org/icd/Z42.3"
"urn:miriam:icd:Z42.4"	"Follow-up care involving plastic surgery of lower extremity"	"ICD-10"	"Follow-up care involving plastic surgery of lower extremity"	"http://identifiers.org/icd/Z42.4"
"urn:miriam:icd:Z42.8"	"Follow-up care involving plastic surgery of other body part"	"ICD-10"	"Follow-up care involving plastic surgery of other body part"	"http://identifiers.org/icd/Z42.8"
"urn:miriam:icd:Z42.9"	"Follow-up care involving plastic surgery	 unspecified"	"ICD-10"	"Follow-up care involving plastic surgery	 unspecified"	"http://identifiers.org/icd/Z42.9"
"urn:miriam:icd:Z43"	"Attention to artificial openings"	"ICD-10"	"Attention to artificial openings"	"http://identifiers.org/icd/Z43"
"urn:miriam:icd:Z43.0"	"Attention to tracheostomy"	"ICD-10"	"Attention to tracheostomy"	"http://identifiers.org/icd/Z43.0"
"urn:miriam:icd:Z43.1"	"Attention to gastrostomy"	"ICD-10"	"Attention to gastrostomy"	"http://identifiers.org/icd/Z43.1"
"urn:miriam:icd:Z43.2"	"Attention to ileostomy"	"ICD-10"	"Attention to ileostomy"	"http://identifiers.org/icd/Z43.2"
"urn:miriam:icd:Z43.3"	"Attention to colostomy"	"ICD-10"	"Attention to colostomy"	"http://identifiers.org/icd/Z43.3"
"urn:miriam:icd:Z43.4"	"Attention to other artificial openings of digestive tract"	"ICD-10"	"Attention to other artificial openings of digestive tract"	"http://identifiers.org/icd/Z43.4"
"urn:miriam:icd:Z43.5"	"Attention to cystostomy"	"ICD-10"	"Attention to cystostomy"	"http://identifiers.org/icd/Z43.5"
"urn:miriam:icd:Z43.6"	"Attention to other artificial openings of urinary tract"	"ICD-10"	"Attention to other artificial openings of urinary tract"	"http://identifiers.org/icd/Z43.6"
"urn:miriam:icd:Z43.7"	"Attention to artificial vagina"	"ICD-10"	"Attention to artificial vagina"	"http://identifiers.org/icd/Z43.7"
"urn:miriam:icd:Z43.8"	"Attention to other artificial openings"	"ICD-10"	"Attention to other artificial openings"	"http://identifiers.org/icd/Z43.8"
"urn:miriam:icd:Z43.9"	"Attention to unspecified artificial opening"	"ICD-10"	"Attention to unspecified artificial opening"	"http://identifiers.org/icd/Z43.9"
"urn:miriam:icd:Z44"	"Fitting and adjustment of external prosthetic device"	"ICD-10"	"Fitting and adjustment of external prosthetic device"	"http://identifiers.org/icd/Z44"
"urn:miriam:icd:Z44.0"	"Fitting and adjustment of artificial arm (complete)(partial)"	"ICD-10"	"Fitting and adjustment of artificial arm (complete)(partial)"	"http://identifiers.org/icd/Z44.0"
"urn:miriam:icd:Z44.1"	"Fitting and adjustment of artificial leg (complete)(partial)"	"ICD-10"	"Fitting and adjustment of artificial leg (complete)(partial)"	"http://identifiers.org/icd/Z44.1"
"urn:miriam:icd:Z44.2"	"Fitting and adjustment of artificial eye"	"ICD-10"	"Fitting and adjustment of artificial eye"	"http://identifiers.org/icd/Z44.2"
"urn:miriam:icd:Z44.3"	"Fitting and adjustment of external breast prosthesis"	"ICD-10"	"Fitting and adjustment of external breast prosthesis"	"http://identifiers.org/icd/Z44.3"
"urn:miriam:icd:Z44.8"	"Fitting and adjustment of other external prosthetic devices"	"ICD-10"	"Fitting and adjustment of other external prosthetic devices"	"http://identifiers.org/icd/Z44.8"
"urn:miriam:icd:Z44.9"	"Fitting and adjustment of unspecified external prosthetic device"	"ICD-10"	"Fitting and adjustment of unspecified external prosthetic device"	"http://identifiers.org/icd/Z44.9"
"urn:miriam:icd:Z45"	"Adjustment and management of implanted device"	"ICD-10"	"Adjustment and management of implanted device"	"http://identifiers.org/icd/Z45"
"urn:miriam:icd:Z45.0"	"Adjustment and management of cardiac devices"	"ICD-10"	"Adjustment and management of cardiac devices"	"http://identifiers.org/icd/Z45.0"
"urn:miriam:icd:Z45.1"	"Adjustment and management of infusion pump"	"ICD-10"	"Adjustment and management of infusion pump"	"http://identifiers.org/icd/Z45.1"
"urn:miriam:icd:Z45.2"	"Adjustment and management of vascular access device"	"ICD-10"	"Adjustment and management of vascular access device"	"http://identifiers.org/icd/Z45.2"
"urn:miriam:icd:Z45.3"	"Adjustment and management of implanted hearing device"	"ICD-10"	"Adjustment and management of implanted hearing device"	"http://identifiers.org/icd/Z45.3"
"urn:miriam:icd:Z45.8"	"Adjustment and management of other implanted devices"	"ICD-10"	"Adjustment and management of other implanted devices"	"http://identifiers.org/icd/Z45.8"
"urn:miriam:icd:Z45.9"	"Adjustment and management of unspecified implanted device"	"ICD-10"	"Adjustment and management of unspecified implanted device"	"http://identifiers.org/icd/Z45.9"
"urn:miriam:icd:Z46"	"Fitting and adjustment of other devices"	"ICD-10"	"Fitting and adjustment of other devices"	"http://identifiers.org/icd/Z46"
"urn:miriam:icd:Z46.0"	"Fitting and adjustment of spectacles and contact lenses"	"ICD-10"	"Fitting and adjustment of spectacles and contact lenses"	"http://identifiers.org/icd/Z46.0"
"urn:miriam:icd:Z46.1"	"Fitting and adjustment of hearing aid"	"ICD-10"	"Fitting and adjustment of hearing aid"	"http://identifiers.org/icd/Z46.1"
"urn:miriam:icd:Z46.2"	"Fitting and adjustment of other devices related to nervous system and special senses"	"ICD-10"	"Fitting and adjustment of other devices related to nervous system and special senses"	"http://identifiers.org/icd/Z46.2"
"urn:miriam:icd:Z46.3"	"Fitting and adjustment of dental prosthetic device"	"ICD-10"	"Fitting and adjustment of dental prosthetic device"	"http://identifiers.org/icd/Z46.3"
"urn:miriam:icd:Z46.4"	"Fitting and adjustment of orthodontic device"	"ICD-10"	"Fitting and adjustment of orthodontic device"	"http://identifiers.org/icd/Z46.4"
